Title,Body,Vendor,Product Category,Type,Tags,Published,Size,Variant SKU,Variant Inventory Tracker,Variant Price,Image Src,Cost per item,, 
Belt Drive Exercise Bike Indoor Cycling Bike  w/ LCD Monitor,"1423, addfeatures:built-in monitor, belt-drive, bike-resistance-felt-pad, built-in-monitor, cardio, comf:bottle holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 27 in/Max 36 in, comf:pedal type:caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:11L x 9.5W x 2.5H in, comf:seat to handlebar distance:Min 17 in/Max 21 in, comf:transportation wheels:yes, conv:product dimensions:47L x 20W x 48H in, conv:product weight:92.2 lb, conv:ship dimensions:40.7L x 9.4W x 34.6H In, conv:ship weight:106.5 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-free, cycling, Delivery:3-7, engr:drive mechanism:belt drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:265 lb, engr:q-factor:190mm, engr:tension system:felt pad, Exercise Bikes, Exercise Machine US, flywheel weight range:40 lb +, Google Shopping, inseam max:34.5 in - 36 in, inseam min:25.5 in - 27 in, mat:s, max user weight range:250 lb - 299 lb, over-10, PLP-bike, PLP-cardio-bike, PLP-home-cardio-equipment, price:$200 to $400, Resistance Type:Felt Pad, SF-B1423, shipping:free, tech:device holder:yes, tech:digital monitor:Calories+Distance+Speed+Time+Scan, tech:flywheel weight:40 lb, tech:resistance levels:micro-adjustable, Top Seller",SportGear,Sporting Goods > Fitness & General Exercise Equipment > Cardio > Cardio Machines > Treadmills,Yoga Mat,yoga,TRUE,Small,#belt-drive-exercise-bike-indoor-cycling-bike--w/-lcd-monitor,shopify,29900,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-belt-drive-indoor-cycling-bike-SF-B1423-02_600x.jpg?v=1608773515,181.3,,
Space Saving Rowing Machine Magnetic Rower,"5987, cardio, comf:bottle holder:yes, comf:pedal type:non-slip w/ adjustable strap, comf:seat dimensions:15.2L x 11.2W x 2H in, comf:seat height:Min 11.6 in/Max 12.8 in, comf:transportation wheels:yes, conv:product dimensions:72.5L x 18.5W x 25H in, conv:product weight:49.4 lb, conv:ship dimensions:42.9L x 9.8W x 26H In, conv:ship weight:60.4 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, engr:floor stabilizers:yes, engr:max user weight:285 lb, engr:slide rail inseam:43.5 in, engr:slide rail length:44 in, engr:slide rail material:Steel, engr:tension system:magnetic, Exclusive, Exercise Machine US, Family:RW5987, Google Shopping, inseam max:42.5 in - 44 in, magnetic, mat:m, max user weight range:250 lb - 299 lb, None_financing, over-10, PLP-home-cardio-equipment, PLP-magnetic-rowers, PLP-rower, price:$200 to $400, Rower, rower-tension-system-magnetic, SF-RW5987, shipping:free, tech:device holder:yes, tech:digital monitor:Calories+Count+Time+Total Count+Scan, tech:resistance levels:16, Tier:Standard",FitnessPro,Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents,Basketball,cardio,TRUE,Large,#space-saving-rowing-machine-magnetic-rower,shopify,28999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-rowers-magnetic-rower-SF-RW5987-01_600x.jpg?v=1608311207,185.36,,
Magnetic Elliptical Bike - 2 in 1 Elliptical Upright Bike,"3903, addfeatures:pulse monitor, belt-drive, bike-resistance-magnetic, cardio, Clearance, Clearance-badge, comf:dual function:sit or stand, comf:inseam adjustment:Min 27.5 in/Max 33 in, comf:pedal type:non-slip, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10.5L x 9.5W x 2H in, comf:seat type:cushioned, comf:transportation wheels:yes, conv:product dimensions:45L x 22.5W x 59H in, conv:product weight:64.5 lb, conv:ship dimensions:36L x 12.6W x 22.1H in, conv:ship weight:72.5 lb, conv:UPC:815749015112, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Delivery:3-7, Distance, Elliptical, engr:arm exercisers:yes, engr:drive mechanism:belt drive, engr:floor stabilizers:yes, engr:max user weight:240 lb, engr:pedal step height:Min 5.9 in/Max 12.6 in, engr:stride length:12.5 in, engr:tension system:magnetic, Exclusive, Exercise Bikes, Exercise Machine US, Family:B2906, features-pulse-monitor, Financing, financing-eligible, Google Shopping, inseam max:32.5 in - 34 in, inseam min:27.5 in - 29 in, magnetic, mat:s, max user weight range:200 lb - 249 lb, None_financing, Odometer, over-10, paymentplan:financing, PLP-bike, PLP-cardio-bike, PLP-elliptical, PLP-elliptical-bikes, PLP-home-cardio-equipment, price:$200 to $400, Pulse, Scan, SF-E3903, shipping:free, Speed, stride length range:12 in – 15.75 in, tech:device holder:yes, tech:digital monitor:Calorie+Distance+Odometer+Pulse+Speed+Time+Scan, tech:flywheel weight:6.6 lb, tech:pulse sensor:yes, tech:resistance levels:8, Tier:2-in-1, Time, upright",ActiveLifestyle,Sporting Goods > Athletics > Soccer > Soccer Balls,Dumbbells,outdoor,TRUE,Large,#magnetic-elliptical-bike---2-in-1-elliptical-upright-bike,shopify,21999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-2-in-1-magnetic-elliptical-upright-bike-SF-E3903-01_600x.jpg?v=1602522730,265.96,,
Obsidian Surge Water Rowing Machine Rower w/ LCD Monitor,"5713, cardio, comf:pedal type:non-slip w/ adjustable strap, comf:seat dimensions:10L x 12W x 2H in, comf:seat height:Min 16.93 in/Max 17.32 in, comf:transportation wheels:yes, conv:product dimensions:80L x 22W x 34H in, conv:product weight:91.9 lb, conv:ship dimensions:42.7L x 22.4W x 20.5H In, conv:ship weight:116 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, engr:floor stabilizers:yes, engr:max user weight:300 lb, engr:slide rail inseam:38 in, engr:slide rail length:42 in, engr:slide rail material:Steel, engr:tension system:water, Exercise Machine US, Family:Obsidian, Financing, financing-eligible, Google Shopping, inseam max:36.5 in - 38 in, mat:l, max user weight range:300 lb - 349 lb, over-10, paymentplan:financing, PLP-home-cardio-equipment, PLP-rower, price:$400 to $600, Rower, rower-tension-system-water, SF-RW5713, shipping:free, tech:additional connections:5.3 KHz heart rate strap compatible, tech:bluetooth:yes, tech:built-in programs:15 Racing Programs, tech:digital monitor:Calendar+Calories+Clock+Distance+HRC/Pulse (optional)+SPM+Strokes+Temperature+Time+Time/500M+Total Strokes, tech:resistance levels:Water Level, Tier:Classic, Top Seller, water, water-rower, YGroup_RW5713",ActiveLifestyle,Sporting Goods > Athletics > Soccer > Soccer Balls,Tent,cardio,TRUE,Medium,#obsidian-surge-water-rowing-machine-rower-w/-lcd-monitor,shopify,49999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-rowers-obsidian-surge-water-rowing-machine-rower-LCD-monitor-SF-RW5713-01_600x.jpg?v=1629303974,271.28,,
Evolution Pro II Magnetic Indoor Cycle Exercise Bike,"1986, addfeatures:built-in monitor, addfeatures:clip-in pedals, addfeatures:dumbbell holder, addfeatures:pulse monitor, belt-drive, bike-resistance-magnetic, built-in-monitor, cardio, comf:bottle holder:yes, comf:dumbbell holder:yes, comf:handlebar adjustment:up/down & forward/back, comf:inseam adjustment:Min 29 in/Max 39 in, comf:pedal type:clip-in/caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10.5L x 7.75W x 3H in, comf:seat to handlebar distance:Min 16.5 in/Max 23.5 in, comf:transportation wheels:yes, conv:product dimensions:49L x 24W x 50.5H in, conv:product weight:136 lb, conv:ship dimensions:47.1L x 9.8W x 39H In, conv:ship weight:149.5 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-free, cycling, Delivery:5-12, dumbbell-holder, engr:drive mechanism:belt drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:330 lb, engr:q-factor:218mm, engr:tension system:magnetic, Exclusive, Exercise Bikes, Exercise Machine US, Family:Evolution Pro Bikes, features-pulse-monitor, features-spd-compatible-pedals, Financing, financing-eligible, flywheel weight range:40 lb +, Google Shopping, inseam max:38.5 in - 40 in, inseam min:27.5 in - 29 in, Limited Offer, mat:m, max user weight range:300 lb - 349 lb, over-10, paymentplan:financing, PLP-bike, PLP-cardio-bike, PLP-home-cardio-equipment, price:$800 to $1000, SF-B1986, shipping:ltl, tech:device holder:yes, tech:digital monitor:Avg Cadence+Avg Speed+Cadence+Calories+Distance (Miles Or Kilometers)+Max Cadence+Max Speed+Pulse+Race+Speed+Target Distance+Target Time+Time, tech:flywheel weight:40 lb, tech:pulse sensor:yes, tech:resistance levels:micro-adjustable, Tier:Pro II",FitnessPro,Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents,Tent,yoga,TRUE,Medium,#evolution-pro-ii-magnetic-indoor-cycle-exercise-bike,shopify,84999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-evolution-pro-II-magnetic-indoor-cycling-exercise-bike-device-mount-performance-display-SF-B1986-01_600x.jpg?v=1629307865,184.09,,
Manual Incline Treadmill w/ LCD Display,"4400, cardio, comf:bottle holder:yes, comf:deck to floor height:6.93 in, comf:emergency stop brake:yes, comf:handrail controls:yes, comf:running surface:49L x 16W in, comf:shock absorption:yes, comf:soft drop system:yes, comf:transportation wheels:yes, conv:foldable:yes, conv:folded product dimensions:36L x 25.5W x 58H in, conv:product dimensions:62L x 25.5W x 50H in, conv:product weight:103 lb, conv:ship dimensions:67L x 28W x 11H In, conv:ship weight:119 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, engr:incline degrees:0 - 2.5°, engr:incline function:Manual, engr:incline levels:3, engr:incline percent:0 - 4.3%, engr:max user weight:220 lb, engr:motorized:yes, engr:peak dc hp:2.2 Peak HP, engr:speed range:0.5 - 9.0 MPH, Exercise Machine US, Family:Incline Treadmill A, Financing, financing-eligible, Google Shopping, incline-control-manual-adjust, mat:m, max user weight range:200 lb - 249 lb, motorized, over-10, paymentplan:financing, PLP-home-cardio-equipment, PLP-treadmill, price:$400 to $600, Sale, SF-T4400, shipping:free, tech:built-in programs:9, tech:device holder:yes, tech:digital monitor:Calories+Distance+Pulse+Speed+Time, tech:pulse sensor:yes, tech:quick speed button:2+4+6 MPH, Tier:Standard, Top Seller, treadmill, treadmill-speed-up-to-9-mph, YGroup_T4400",FitWorld,"Sporting Goods > Fitness & General Exercise Equipment > Weight Lifting > Free Weights, Dumbbells & Kettlebells > Dumbbells",Treadmill,fitness,TRUE,Large,#manual-incline-treadmill-w/-lcd-display,shopify,39999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-treadmills-treadmill-manual-incline-LCD-display-SF-T4400-01_600x.jpg?v=1605567456,159.44,,
"Auto Incline Treadmill w/ Speakers, Bluetooth, and Phone Function","7515, cardio, comf:bottle holder:yes, comf:deck to floor height:Min 5.43 in/Max 10.94 in, comf:emergency stop brake:yes, comf:handrail controls:yes, comf:running surface:49.5L x 16.5W in, comf:shock absorption:yes, comf:soft drop system:yes, comf:transportation wheels:yes, conv:folded product dimensions:40.25L x 28W x 54.75H in, conv:product dimensions:64.5L x 28W x 50.5H in, conv:product weight:123.5 lb, conv:ship dimensions:67.3L x 30.5W x 11.6H In, conv:ship weight:143 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, engr:incline degrees:1.5 - 6.7°, engr:incline function:Auto Electric, engr:incline levels:12, engr:incline percent:2.6 - 12%, engr:max user weight:240 lb, engr:motorized:yes, engr:peak dc hp:2.2 Peak HP, engr:speed range:1.0 - 8.0 MPH, Family:T7515, Financing, financing-eligible, mat:m, max user weight range:200 lb - 249 lb, over-10, paymentplan:financing, PLP-home-cardio-equipment, PLP-treadmill, price:$400 to $600, SF-T7515, shipping:free, tech:additional connections:MP3 Port+Speakers+Microphone, tech:bluetooth:yes, tech:built-in programs:12, tech:device holder:yes, tech:digital monitor:Calories+Countdown+Distance+Incline+Program+Pulse+Speed+Time, tech:pulse sensor:yes, tech:quick incline button:3%+6%+9%+12%, tech:quick speed button:2+4+6+8 MPH, Tier:Standard, treadmill, YGroup_T7515",SportGear,Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents,Tent,cardio,TRUE,Small,"#auto-incline-treadmill-w/-speakers,-bluetooth,-and-phone-function",shopify,49999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-treadmills-smart-treadmill-auto-incline-sound-system-bluetooth-phone-function-SF-T7515-01_600x.jpg?v=1692134399,289.33,,
Evo-Fit Recumbent Bike Electro-Magnetic Cardio Fitness,"4954, bis-hidden, bis-paused, comf:bottle holder:yes, comf:inseam adjustment:Min 26 in/Max 34 in, comf:pedal type:non-slip w/ adjustable strap, comf:seat adjustment:forward/back, comf:seat dimensions:15L x 10.5W x 2H in, comf:seat type:ergonomic, comf:transportation wheels:yes, conv:product dimensions:62.6L x 25W x 49.2H in, conv:product weight:100 lb, conv:ship dimensions:63.8L x 11.8W x 25.2H in, conv:ship weight:118 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-free, Delivery:3-7, DISCO-OOS, electromagnetic, engr:floor stabilizers:yes, engr:max user weight:300 lb, engr:motorized:yes, engr:seat height:Min 18.31 in/21.06 in, engr:tension system:electro-magnetic, Exclusive, Exercise Bikes, Exercise Machine US, features-bluetooth, features-pulse-monitor, Google Shopping, inseam max:32.5 in - 34 in, inseam min:25.5 in - 27 in, integrated-fan, Limited Offer, mat:m, max user weight range:300 lb - 349 lb, over-10, price:$400 to $600, rec-excl, Resistance Type:Electromagnetic, SF-RB4954, tech:additional connections:USB Charge Port+Built-in Speakers+Integrated Fan, tech:bluetooth:yes, tech:built-in programs:36, tech:device holder:yes, tech:digital monitor:Calories+Distance+Pulse+RPM+Speed+Temperature+Time+WATT, tech:pulse sensor:yes, tech:resistance levels:24",SportGear,Sporting Goods > Fitness & General Exercise Equipment > Yoga & Pilates > Yoga & Pilates Mats,Basketball,fitness,TRUE,Medium,#evo-fit-recumbent-bike-electro-magnetic-cardio-fitness,shopify,39999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-evo-fit-cardio-recumbent-bike-SF-RB4954-01_600x.jpg?v=1629307848,294.34,,
Pro Cardio Climber Elliptical Machine,"3914, addfeatures:pulse monitor, bis-hidden, bis-paused, comf:bottle holder:yes, comf:pedal type:non-slip, comf:transportation wheels:yes, conv:product dimensions:46L x 26W x 62.5H in, conv:product weight:88.2 lb, conv:ship dimensions:46.3L x 13W x 33.7H In, conv:ship weight:99.9 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Delivery:3-7, DISCO-OOS, Distance, Elliptical, engr:climb height:Horizontal Climb 5 in/Vertical Climb 8.5 in, engr:floor stabilizers:yes, engr:max user weight:230 lb, engr:pedal step height:Min 8.74 in/Max 17.43 in, engr:stride length:9.5 in, engr:tension system:magnetic, Exclusive, Exercise Machine US, Family:Cardio Climbers, features-pulse-monitor, Google Shopping, mat:m, max user weight range:200 lb - 249 lb, Odometer, over-10, price:$200 to $400, Pulse, rec-excl, Scan, SF-E3914, Speed, stride length range:9 in – 11.5 in, tech:device holder:yes, tech:digital monitor:Calories+Distance+Odometer+Pulse+Speed+Time+Scan, tech:flywheel weight:8.8 lb, tech:pulse sensor:yes, tech:resistance levels:8, Tier:Pro, Time",ActiveLifestyle,Sporting Goods > Exercise & Fitness > Yoga & Pilates,Dumbbells,fitness,TRUE,Large,#pro-cardio-climber-elliptical-machine,shopify,21999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-ellipticals-pro-cardio-climber-SF-E3914-01_600x.jpg?v=1593460325,160.16,,
Magnetic Recumbent Exercise Bike with Moving Arms Exerciser w/ 350 LB High Weight Capacity,"4631, addfeatures:pulse monitor, arm-exercisers, bis-hidden, bis-paused, comf:inseam adjustment:Min 27 in/Max 34 in, comf:pedal type:non-slip w/ adjustable strap, comf:seat adjustment:forward/back, comf:seat dimensions:10L x 14.5W x 2H in, comf:seat type:ergonomic, comf:transportation wheels:yes, conv:product dimensions:51L x 25W x 52.5H in, conv:product weight:91.1 lb, conv:ship dimensions:53.3L x 9.8W x 33.5H in, conv:ship weight:103.2 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, DISCO-OOS, engr:arm exercisers:yes, engr:floor stabilizers:yes, engr:max user weight:350 lb, engr:seat height:Min 22.8 in/24.4 in, Exercise Bikes, Exercise Machine US, Family:RB4631, Financing, financing-eligible, Google Shopping, inseam max:32.5 in - 34 in, inseam min:25.5 in - 27 in, max user weight range:350 lb - 399 lb, over-10, price:$200 to $400, rec-excl, SF-RB4631, tech:digital monitor:Calorie+Distance+Odometer+Pulse+Speed+Time+Scan, tech:pulse sensor:yes, tech:resistance levels:8, Tier:Arm Exerciser, Top Seller",FitWorld,"Sporting Goods > Fitness & General Exercise Equipment > Weight Lifting > Free Weights, Dumbbells & Kettlebells > Dumbbells",Basketball,strength training,TRUE,Large,#magnetic-recumbent-exercise-bike-with-moving-arms-exerciser-w/-350-lb-high-weight-capacity,shopify,39999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-magnetic-recumbent-exercise-bike-350lb-high-weight-capacity-arm-exercisers-monitor-pulse-rate-SF-RB4631-01_600x.jpg?v=1585333909,56.5,,
Magnetic Under Desk Elliptical Peddler Exerciser,"3872, belt-drive, cardio, comf:carry handle:yes, comf:dual function:feet only, comf:pedal type:non-slip, conv:product dimensions:24L x 19W x 11H in, conv:product weight:25 lb, conv:ship dimensions:25L x 20.3W x 12.4H In, conv:ship weight:29.8 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, Distance, Elliptical, engr:pedal step height:Min 3.46 in/Max 7.4 in, engr:stride length:7 in, engr:tension system:magnetic, Exercise Machine US, Family:Under Desk Elliptical, Google Shopping, mat:xs, mini, None_financing, over-10, PLP-compact-ellipticals, PLP-elliptical, PLP-home-cardio-equipment, PLP-mini-series, price:Under $200, Scan, SF-E3872, shipping:free, Speed, tech:digital monitor:Calories+Distance+Speed+Time+Scan, tech:flywheel weight:3.52 lb, tech:resistance levels:8, Tier:Classic, Time, Under Desk Elliptical, under-200, YGroup_E3872",FitWorld,Sporting Goods > Fitness & General Exercise Equipment > Yoga & Pilates > Yoga & Pilates Mats,Dumbbells,yoga,TRUE,Small,#magnetic-under-desk-elliptical-peddler-exerciser,shopify,14999,https://sunnyhealthfitness.com/cdn/shop/products/SU7131_1_600x.jpg?v=1661976277,21.55,,
Fitness Pro II Stationary Indoor Cycling Bike,"1995, addfeatures:built-in monitor, addfeatures:pulse monitor, belt-drive, bike-resistance-felt-pad, built-in-monitor, cardio, comf:bottle holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 28 in/Max 41 in, comf:pedal type:caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10.5L x 7.75W x 3H in, comf:seat to handlebar distance:  Min 16 In/Max 20.5 In, comf:transportation wheels:yes, conv:product dimensions:49.5L x 20W x 49H in, conv:product weight:99.4 lb, conv:ship dimensions:41L x 10W x 35H In, conv:ship weight:114.2 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-free, cycling, Delivery:3-7, engr:drive mechanism:belt drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:275 lb, engr:q-factor:221mm, engr:tension system:felt pad, Exercise Bikes, Exercise Machine US, Family:Pro Bikes, features-pulse-monitor, Financing, financing-eligible, flywheel weight range:40 lb +, Google Shopping, inseam max:40.5 in - 42 in, inseam min:27.5 in - 29 in, mat:m, max user weight range:250 lb - 299 lb, over-10, paymentplan:financing, PLP-bike, PLP-cardio-bike, PLP-home-cardio-equipment, price:$200 to $400, SF-B1995, shipping:free, tech:device holder:yes, tech:digital monitor:Calories+Distance+Odometer+Pulse+RPM+Speed+Time+Scan, tech:flywheel weight:40 lb, tech:pulse sensor:yes, tech:resistance levels:micro-adjustable, Tier:Pro II - Belt Drive, YGroup_B901",ActiveLifestyle,"Sporting Goods > Fitness & General Exercise Equipment > Weight Lifting > Free Weights, Dumbbells & Kettlebells > Dumbbells",Yoga Mat,yoga,TRUE,Medium,#fitness-pro-ii-stationary-indoor-cycling-bike,shopify,39999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-fitness-pro-II-indoor-cycling-bike-device-mount-advance-display-SF-B1995-01_600x.jpg?v=1595868476,291.14,,
"Motion Air Bike, Fan Exercise Bike with Unlimited Air Resistance and Device Holder","2916, belt-drive, bike-resistance-air, bis-hidden, bis-paused, chain-drive, comf:inseam adjustment:Min 27 in/Max 37 in, comf:pedal type:self leveling w/ adjustable strap, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10L x 11W x 2H in, comf:seat type:cushioned, comf:transportation wheels:yes, conv:product dimensions:40L x 23W x 47H in, conv:product weight:60 lb, conv:ship dimensions:41.7L x 10W x 27.6H in, conv:ship weight:69 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, DISCO-OOS, engr:arm exercisers:yes, engr:drive mechanism:belt/chain drive, engr:floor stabilizers:yes, engr:max user weight:265 lb, engr:tension system:fan/air, Exercise Bikes, Exercise Machine US, Family:Fan Bikes, Financing, financing-eligible, Google Shopping, inseam max:36.5 in - 38 in, inseam min:25.5 in - 27 in, mat:s, max user weight range:250 lb - 299 lb, over-10, price:$200 to $400, rec-excl, SF-B2916, tech:device holder:yes, tech:digital monitor:Calorie+Distance+Odometer+Speed+Time+Scan, tech:resistance levels:Progressive, Tier:Motion",ActiveLifestyle,Sporting Goods > Athletics > Soccer > Soccer Balls,Soccer Ball,strength training,TRUE,Small,"#motion-air-bike,-fan-exercise-bike-with-unlimited-air-resistance-and-device-holder",shopify,28999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-motion-air-bike-fan-exercise-bike-unlimited-resistance-tablet-holder-SF-B2916-01_600x.jpg?v=1590769026,52.79,,
"Stationary Recumbent Bike w/ Programmable Display, 16 Level Magnetic Resistance & Device Holder","4850, addfeatures:pulse monitor, belt-drive, cardio, comf:inseam adjustment:Min 29.9 in/Max 39.4 in, comf:pedal type:non-slip w/ adjustable strap, comf:seat adjustment:forward/back, comf:seat dimensions:12.5L x 16.5W x 3.5H in, comf:seat type:ergonomic, comf:transportation wheels:yes, conv:product dimensions:59L x 26W x 47.5H in, conv:product weight:86.4 lb, conv:ship dimensions:61.4L x 10W x 25.6H in, conv:ship weight:100.3 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Delivery:3-7, engr:floor stabilizers:yes, engr:max user weight:300 lb, engr:motorized:yes, engr:seat height:Min 22.6 in/24.5 in, engr:tension system:electro-magnetic, Exercise Bikes, Exercise Machine US, features-pulse-monitor, Financing, financing-eligible, Google Shopping, inseam max:38.5 in - 40 in, inseam min:29.5 in - 31 in, mat:m, max user weight range:300 lb - 349 lb, over-10, paymentplan:financing, PLP-cardio-bike, PLP-home-cardio-equipment, PLP-recumbent-bike, price:$200 to $400, recumbent, SF-RB4850, shipping:free, tech:built-in programs:24, tech:device holder:yes, tech:digital monitor:Calorie+Distance+Heart Rate+Level+Odometer+Program+RPM+Speed+Target Rate+Time+WATT, tech:pulse sensor:yes, tech:resistance levels:16",FitWorld,"Sporting Goods > Fitness & General Exercise Equipment > Weight Lifting > Free Weights, Dumbbells & Kettlebells > Dumbbells",Soccer Ball,yoga,TRUE,Small,"#stationary-recumbent-bike-w/-programmable-display,-16-level-magnetic-resistance-&-device-holder",shopify,39999,https://sunnyhealthfitness.com/cdn/shop/products/SHF_SF-RB4850_Cyclebike-3_600x.jpg?v=1658426100,158.69,,
Row-N-Ride® PRO Squat Assist Trainer,"020052, 180 days other parts and components, cardio, cardio-plp, comf:pedal type:non-slip, comf:resistance bands:yes, comf:seat adjustment:forward/back, comf:seat dimensions:11.5L x 7W x 2H in, conv:product dimensions:44.5L x 21.5W x 46.10H in, conv:product weight:37.8 lb, conv:ship dimensions:46.9L x 12.6W x 7.1H In, conv:ship weight:42.6 lb, conv:warranty:1 year structural frame+180 days other parts and components, cross-sell:row-n-ride, Delivery:3-7, engr:max user weight:300 lb, engr:tension system:hydraulic, Exercise Machine US, Family:RNR Pro, Google Shopping, hydraulic, mat:s, max user weight range:300 lb - 349 lb, over-10, PLP-home-cardio-equipment, PLP-hydraulic-rowers, PLP-row-n-ride, PLP-rower, PLP-strength-more, PLP-strength-rnr, price:Under $200, row-n-ride, Rower, rower-tension-system-hydraulic, SF-A020052, shipping:free, Strength, tech:digital monitor:Calories+Count+Reps/Min+Time+Scan, tech:resistance levels:12, Tier:Pro, under-200, YGroup_RNRPro",SportGear,Sporting Goods > Fitness & General Exercise Equipment > Yoga & Pilates > Yoga & Pilates Mats,Soccer Ball,yoga,TRUE,Large,#row-n-ride®-pro-squat-assist-trainer,shopify,16999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-rowers-squat-exercise-trainer-SF-A020052-01_600x.jpg?v=1634583355,21.28,,
Premium Cardio Climber Machine,"3919, addfeatures:pulse monitor, Calories, cardio, climber, Clock, comf:bottle holder:yes, comf:pedal type:non-slip, comf:transportation wheels:yes, conv:product dimensions:44L x 25W x 64H in, conv:product weight:94.8 lb, conv:ship dimensions:43.7L 13W 33.7H In, conv:ship weight:110.2 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Delivery:3-7, Distance, Elliptical, engr:climb height:Horizontal Climb 5 in/Vertical Climb 9 in, engr:floor stabilizers:yes, engr:max user weight:260 lb, engr:pedal step height:Min 11.02 in/Max 19.64 in, engr:stride length:10 in, engr:tension system:magnetic, Exercise Machine US, Family:Cardio Climbers, features-pulse-monitor, Financing, financing-eligible, Google Shopping, mat:m, max user weight range:250 lb - 299 lb, over-10, paymentplan:financing, PLP-cardio-climber, PLP-home-cardio-equipment, price:$400 to $600, Pulse, RPM, Sale, Scan, SF-E3919, shipping:free, Speed, stride length range:9 in – 11.5 in, tech:device holder:yes, tech:digital monitor:Calendar+Calories+Clock+Distance+Pulse+RPM+Speed+Temperature+Time+Scan, tech:flywheel weight:13 lb, tech:pulse sensor:yes, tech:resistance levels:8, Temperature, Tier:Premium, Time",FitWorld,Sporting Goods > Fitness & General Exercise Equipment > Cardio > Cardio Machines > Treadmills,Treadmill,cardio,TRUE,Large,#premium-cardio-climber-machine,shopify,44999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-ellipticals-premium-cardio-climber-SF-E3919-01_600x.jpg?v=1658426139,292.61,,
